item_id,description,profit_margin_2023,profit_percent_total
50,afp modern cat surf,18620.0,0.003423250012680214
814,zd neon coral adjustable air mesh harness medium,18567.0,0.0034135060679609847
1224,fiprokill spray x 100 ml ,18440.0,0.003390157370237548
788,zeedog brain fried,18356.0,0.0033747141370976375
430,ciprovet x 5 ml,18315.0,0.0033671763685412526
1731,hematon b12 jarabe 100ml,18160.0,0.003338679926437846
26,ratón portagolosina violeta,17612.0,0.0032379312150012853
272,go buggy,17602.0,0.0032360927348655815
1181,le salon esse corta uða alicate l/dog,17600.0,0.0032357250388384408
1256,posatec,17566.0,0.0032294742063770482
102,bozal gato a.doctor,17440.0,0.003206309356667182
1341,biotivet plus 200 mg x 10 comp,17384.0,0.0031960138679072415
468,big bone golden brass (my family),17316.0,0.0031835122029844564
527,zd artsy leash large,17307.0,0.0031818575708623237
1716,pink led leash small,17270.0,0.0031750551943602197
1015,zd bordeau h-harness small,17260.0,0.003173216714224516
1306,cama cubo chica cata pet,17214.0,0.0031647597056002792
158,blocks cat collar,17213.04,0.0031645832115072517
665,zeedog maze adjustable air mesh harness medium,17145.0,0.0031520741926639242
820,coastal sublime collar diamond l,17085.0,0.003141043311849703
1639,doximicin jarabe x 60 ml,16998.0,0.0031250485346690803
1284,royal can. hepatic canine 1.5 kg.,16995.0,0.0031244969906283693
1262,"zeus trailla dobl asa ""m"" rojo 1",16780.0,0.0030849696677107403
213,coastal maslow  plato paw azul 1596 ml,16716.0,0.003073203394842237
1276,allerderm spot  hasta 10 kg (un),16632.0,0.0030577601617023265
591,zd midnight h-harness medium,16515.0,0.0030362499441145938
631,afp modern cat flash,16137.0,0.0029667553949849954
180,coastal maslow  plato paw gris 828 ml,16032.0,0.0029474513535601068
1141,rostrum otico x 15ml gotas,15954.0,0.0029331112085016183
1297,mixantip plus 50 gr,15900.0,0.002923183415768819
89,royal canin kitten sterilised 2kg,15843.0,0.0029127040789953076
105,dermisolona 20mg x10 com,15657.0,0.00287850834847122
1355,shampoo regepipel plus 150 ml,15474.0,0.0028448641619878427
768,lw transportadora peq. animales salmon/g,15384.0,0.00282831784076651
439,zeedog phantom adjustable air mesh harness small,15147.0,0.002784745861550333
360,frontline pipeta perro 20-40kg,15105.0,0.002777024244980378
763,zeedog neopro tangerine cat collar,15015.0,0.002760477923759045
1654,power ultra  41 - 60 kg,14848.0,0.0027297753054927936
490,bravecto gato 2.8 a 6.25 kg,14774.0,0.0027161705524885865
220,l.w. bebedero hermetico 100 ml,14768.0,0.0027150674644071645
385,repelente exteriores perro/gato -500ml,14565.0,0.00267774631765238
110,petever plus oral,14472.0,0.002660648452390336
1398,blast h-harness small,14280.0,0.0026253496337848257
378,zd artsy h-harness medium,14280.0,0.0026253496337848257
1228,frontline plus pipeta perro 20-40 kg.,14244.0,0.0026187311052962925
523,revolution plus 0.25 ml (1.25 a 2.5 kg) x 1p,14070.0,0.002586741550935049
852,frontline plus pipeta perro 2-10 kg.,14034.0,0.0025801230224465157
769,coastal sparkle collar broche metal  azul xs,13977.0,0.002569643685673005
476,veraflox    15mg  x 7,13594.0,0.0024992298964755548
177, repti resercoir ,13590.0,0.0024984945044212734
803,nanormen perros-gatos 20ml pirantel 5%,13430.0,0.0024690788222500146
18,body cobre talla 1,13299.0,0.002444994732472297
355,coastal sublime trailla flower teal/teal stripe,13252.0,0.0024363538758344896
1544,frontline 250 ml,13246.0,0.0024352507877530676
944,shampoo alerdrag,13180.0,0.002423116818857423
382,stomorgyl 2 x 10 comp,13107.0,0.002409695913866787
1400,power 1 p. 21-40 kg,12888.0,0.0023694331988948765
1087,coastal style trailla brown paw l 1,12590.0,0.0023146464908509073
850,zd skull 2.0 cat collar,12551.0,0.002307476418321663
1186,exo terra ampolleta infraroja 50 w.,12472.0,0.002292952425249604
101,ratón portagolosina rosado,12324.0,0.00226574291924119
586,zeedog phantom leash small,12144.0,0.002232650276798524
1522,shampoo traper espuma seca perro 170 cc,11942.0,0.00219551297805731
1629,afp modern cat candy,11792.0,0.0021679357760217553
1676,body cobre talla 0,11736.0,0.0021576402872618148
438,zeedog brain dead,11372.0,0.0020907196103222016
1450,zd neopro blue collar large,11343.0,0.0020853880179286612
205,royal canin fhn light -17%,11330.0,0.002082997993752246
489,shampoo ehlinger (hipohalerg.) 250 ml.,11272.0,0.002072334808965165
183,high range reptile thermometer,11154.0,0.002050640743363862
940,afp lamb dog cuddle con nudos,11070.0,0.002035197510223951
668,zd midnight leash large,10935.0,0.0020103780283919517
38,power ultra 5 - 10 kg,10740.0,0.0019745276657457305
479,coastal style collar teal purple diamonds s,10688.0,0.0019649675690400713
1615,gumi juguete mastica/limpia congelable-s,10623.0,0.0019530174481579975
21,ultrafil plusx 20ml gotas,10530.0,0.0019359195828959532
1571,frontline 100 ml,10518.0,0.001933713406733109
1487,tx cliker entrenamiento perro,10320.0,0.0018973115000461766
1693,frontline plus pipeta gato,10244.0,0.0018833390510148288
291,drontal puppy  ,10136.0,0.0018634834655492291
1518,advantix 4-10 kg,9976.0,0.0018340677833779706
986,2 pelotas con cuerda,9960.0,0.001831126215160845
857,afp travel dog arnes seguridad m,9850.0,0.0018109029336681047
572,afp classic orel conejo,9789.0,0.0017996882048403123
1011,small bone aluminum pink (my family),9676.0,0.001778913379306861
754,dermisolona 30 ml suspensión,9387.0,0.001725781303385025
750,coastal new earth collar de soya fucsia xs,9348.0,0.001718611230855781
590,power ultra  21 - 40 kg,9258.0,0.001702064909634448
1391,mixantip plus 15 gr,8824.0,0.001622274871744909
5,royal canin renal support felino lata 145 gr,8820.0,0.0016215394796906277
1740,happy home biocontrolador 1 lt.,8788.0,0.001615656343256376
1703,afp litte buddy blanky piggy,8686.0,0.0015969038458721985
437,dragoxilo 220 mg  x 10 comp.,8631.0,0.0015867922051258285
1449,plato antideslizante luna / l,8588.0,0.0015788867405423027
1754,heno de hierba de huerto 425gr,8472.0,0.0015575603709681403
129,zd artsy collar small,8373.0,0.0015393594176246741
217,cordon amarre 16 mm (largo)  a. doctor,8232.0,0.0015134368477112525
1016,zeedog atlanta h-harness large,8174.0,0.0015027736629241713
1026,capa polar chiporro t/0 cata pets,8128.0,0.0014943166542999344
639,zd mahalo adjustable air mesh harness large,8066.0,0.0014829180774585718
96,red big circle bone (my family),7824.0,0.0014384268581745432
1199,coastal maslow  plato pup rosado 1596 ml,7766.0,0.001427763673387462
53,zeus nosh hueso flex cachorro sabor tocino s,7705.0,0.0014165489445596697
653,toallitas perfumadas clorhexidina perro y gato,7692.0,0.001414158920383255
418,glicopan 125mlcu,7658.0,0.0014079080879218625
29,manitol 500ml,7602.0,0.001397612599161922
985,coastal lazer brite collar diamond,7437.0,0.0013672776769228115
1523,pawise botella bebedera 500 ml,7295.0,0.0013411712589958195
691,zd army green h-harness medium,7252.0,0.001333265794412294
428,big round aluminum red (my family),7221.0,0.0013275665059916126
757,coastal style collar tropical flower l,7206.0,0.001324808785788057
283,chocolate labrador  (my family),7182.0,0.0013203964334623682
910,arnes de seguridad para auto talla: m,7176.0,0.001319293345380946
1610,advantage gatos <4 kg,7160.0,0.0013163517771638202
447,timothy carrot,7110.0,0.001307159376485302
1549,zeedog ella collar large,6850.0,0.0012593588929570069
402,parla roja a.c  m,6590.0,0.0012115584094287116
917,biopower,6495.0,0.001194092848139527
1419,dog bust-it elimina olor y manchas 710ml,6481.0,0.0011915189759495416
1242,afp furry ball fluffer rojo,6468.0,0.001189128951773127
938,kitten instinctive 165grsx6un,6188.0,0.0011376515079734245
675,plato antideslizante luna / s,6140.0,0.0011288268033220468
390,pawise holow hipopotamo,6117.0,0.0011245982990099285
1105,coastal sublime trailla chevrons/navy,6103.0,0.0011220244268199434
1533,espuma seca canish 160 ml,6020.0,0.001106765041693603
1025,l.w. bebedero hermetico 400 ml,5922.0,0.0010887479363637072
600,arnes nacional extra grande a. doctor,5826.0,0.001071098527060952
1772,le salon eesentials cepillo de goma oval,5806.0,0.0010674215667895446
409,zeedog poop bags refill box (w/4 rolls),5787.0,0.0010639284545317079
988,zeus nosh hueso flex cachorro sabor pollo m,5704.0,0.0010486690694053674
256,brit pate & meat salmon 400 gr,5688.0,0.0010457275011882415
541,placa pet tags,5620.0,0.0010332258362654567
309,zd artsy collar medium,5544.0,0.0010192533872341088
1674,collar isabelino 30 cm nº(6),5448.0,0.0010016039779313537
1426,coastal lazer brite collar rainbow hearts l,5439.0,0.0009999493458092204
1653,sinpul 30 % x 15 grs.,5392.0,0.0009913084891714132
1586,respig jarabe,5320.0,0.0009780714321943468
1327,drontal cats  1 comprimido (pote 24 un) ,5185.0,0.0009532519503623475
640,nexgard 136mg x 1 tab. masticable 25-50k,5145.0,0.0009458980298195329
680,big hair kitty,5105.0,0.0009385441092767182
1017,pawise little monster naranja,5073.0,0.0009326609728424665
34,daisy (my family),5061.0,0.0009304547966796221
945,black big circle  bone (my family),4929.0,0.0009061868588883337
1605,hartz frisky frolic dog toy,4872.0,0.000895707522114823
1260,nutrafin max peces agua fria escamas 38g,4731.0,0.0008697849522014014
44,pichichi 20 ml. (edu. sanit/perros),4692.0,0.000862614879672157
973,tx enganche cinturon seguridad standar,4536.0,0.0008339345895551799
1271,small bone aluminum blue (my family),4347.0,0.0007991873149903808
169,casa igloo small (hamster),4330.0,0.0007960618987596845
706,coastal style collar brown paw xs,4287.0,0.0007881564341761588
1648,zeus arnes fig.h  l  azuldenim,4280.0,0.0007868694980811662
845,bowl 20 cm,4230.0,0.0007776770974026481
1722,honey cat collar,4197.68,0.0007717351296040539
687,mastilac jeringa,4145.0,0.0007620500162491668
1239,dogit alfombrilla educadora  medium 14un,4122.0,0.0007578215119370484
896,arnes talla s,4113.0,0.0007561668798149152
540,zeedog fatboy soft-walk harness medium,3953.0,0.0007267511976436566
705,ursovet 60 ml,3940.0,0.0007243611734672418
1402,cadena cordon 4 mm a.doctor,3684.0,0.0006772960819932282
